1.3377125263214111	-11.322685241699219	643	407540	209067
1.3377125263214111	-11.281232833862305	643	407540	162771
1.3377125263214111	-11.161140441894531	643	407540	526516
1.3377125263214111	-11.439064025878906	643	407540	200747
1.3377125263214111	-11.310632705688477	643	407540	146388
1.3377125263214111	-11.401836395263672	643	407540	368137
1.3377125263214111	-11.240501403808594	643	407540	316515
1.3377125263214111	-11.004521369934082	643	407540	277185
1.3377125263214111	-11.401214599609375	643	407540	54256
1.3377125263214111	-11.389663696289062	643	407540	145206
1.3377125263214111	-11.415061950683594	643	407540	350154
1.3377125263214111	-11.438871383666992	643	407540	583513
1.3377125263214111	-11.407577514648438	643	407540	485460
1.3377125263214111	-11.350666999816895	643	407540	284483
1.3377125263214111	-11.40632152557373	643	407540	559746
1.3377125263214111	-11.422239303588867	643	407540	87688
1.3377125263214111	-11.438359260559082	643	407540	456823
1.3377125263214111	-11.402446746826172	643	407540	253898
1.3377125263214111	-11.304105758666992	643	407540	514454
1.3377125263214111	-11.227983474731445	643	407540	115772
-0.803918719291687	-11.322685241699219	643	73891	209067
-0.803918719291687	-11.281232833862305	643	73891	162771
-0.803918719291687	-11.161140441894531	643	73891	526516
-0.803918719291687	-11.439064025878906	643	73891	200747
-0.803918719291687	-11.310632705688477	643	73891	146388
-0.803918719291687	-11.401836395263672	643	73891	368137
-0.803918719291687	-11.240501403808594	643	73891	316515
-0.803918719291687	-11.004521369934082	643	73891	277185
-0.803918719291687	-11.401214599609375	643	73891	54256
-0.803918719291687	-11.389663696289062	643	73891	145206
-0.803918719291687	-11.415061950683594	643	73891	350154
-0.803918719291687	-11.438871383666992	643	73891	583513
-0.803918719291687	-11.407577514648438	643	73891	485460
-0.803918719291687	-11.350666999816895	643	73891	284483
-0.803918719291687	-11.40632152557373	643	73891	559746
-0.803918719291687	-11.422239303588867	643	73891	87688
-0.803918719291687	-11.438359260559082	643	73891	456823
-0.803918719291687	-11.402446746826172	643	73891	253898
-0.803918719291687	-11.304105758666992	643	73891	514454
-0.803918719291687	-11.227983474731445	643	73891	115772
4.282199382781982	-11.480438232421875	767	590080	133934
4.282199382781982	-10.340362548828125	767	590080	137602
4.282199382781982	-10.738659858703613	767	590080	473015
4.282199382781982	-11.45459270477295	767	590080	309462
4.282199382781982	-11.413895606994629	767	590080	262589
4.282199382781982	-11.222503662109375	767	590080	584836
4.282199382781982	-10.294370651245117	767	590080	272223
4.282199382781982	-10.428786277770996	767	590080	279683
4.282199382781982	-11.410867691040039	767	590080	48582
4.282199382781982	-11.372615814208984	767	590080	137249
4.282199382781982	-9.60790729522705	767	590080	42329
4.282199382781982	-11.260539054870605	767	590080	307524
4.282199382781982	-10.784343719482422	767	590080	385492
4.282199382781982	-9.586202621459961	767	590080	288848
4.282199382781982	-10.598511695861816	767	590080	9114
4.282199382781982	-11.347444534301758	767	590080	52589
4.282199382781982	-11.017341613769531	767	590080	304662
4.282199382781982	-10.338756561279297	767	590080	268895
4.282199382781982	-11.472396850585938	767	590080	57520
4.282199382781982	-11.375750541687012	767	590080	310414
2.5681934356689453	-11.325481414794922	785	474974	376579
2.5681934356689453	-11.166646957397461	785	474974	597243
2.5681934356689453	-10.998712539672852	785	474974	376859
2.5681934356689453	-11.346183776855469	785	474974	221314
2.5681934356689453	-11.266918182373047	785	474974	245198
2.5681934356689453	-11.389841079711914	785	474974	396107
2.5681934356689453	-11.280702590942383	785	474974	194356
2.5681934356689453	-11.152610778808594	785	474974	360264
2.5681934356689453	-10.634868621826172	785	474974	53887
2.5681934356689453	-11.386699676513672	785	474974	6341
2.5681934356689453	-11.18490219116211	785	474974	233379
2.5681934356689453	-11.310705184936523	785	474974	517345
2.5681934356689453	-11.09764289855957	785	474974	495311
2.5681934356689453	-11.377859115600586	785	474974	121808
2.5681934356689453	-11.339597702026367	785	474974	291165
2.5681934356689453	-11.366217613220215	785	474974	288284
2.5681934356689453	-11.355716705322266	785	474974	305794
2.5681934356689453	-11.316228866577148	785	474974	586593
2.5681934356689453	-11.348409652709961	785	474974	23873
2.5681934356689453	-10.626201629638672	785	474974	210118
-4.560573101043701	-9.458776473999023	996	204541	383427
-4.560573101043701	-10.61781120300293	996	204541	179073
-4.560573101043701	-11.39210319519043	996	204541	551954
-4.560573101043701	-11.442695617675781	996	204541	38953
-4.560573101043701	-11.395803451538086	996	204541	304477
-4.560573101043701	-11.332015991210938	996	204541	220710
-4.560573101043701	-11.479924201965332	996	204541	583517
-4.560573101043701	-10.613364219665527	996	204541	561937
-4.560573101043701	-11.468074798583984	996	204541	43573
-4.560573101043701	-11.443428039550781	996	204541	592979
-4.560573101043701	-11.454094886779785	996	204541	456387
-4.560573101043701	-11.378157615661621	996	204541	419730
-4.560573101043701	-11.448219299316406	996	204541	527067
-4.560573101043701	-11.459100723266602	996	204541	456234
-4.560573101043701	-11.456029891967773	996	204541	316494
-4.560573101043701	-11.417856216430664	996	204541	413127
-4.560573101043701	-11.45273208618164	996	204541	207910
-4.560573101043701	-11.391302108764648	996	204541	497703
-4.560573101043701	-10.477455139160156	996	204541	554293
-4.560573101043701	-10.412097930908203	996	204541	584229
-6.329171180725098	-11.027786254882812	1163	285449	285177
-6.329171180725098	-11.20298957824707	1163	285449	428133
-6.329171180725098	-10.928153991699219	1163	285449	467878
-6.329171180725098	-11.309911727905273	1163	285449	82067
-6.329171180725098	-11.350286483764648	1163	285449	351251
-6.329171180725098	-11.15925407409668	1163	285449	481114
